resp_id,age,gender,educ,hhincome,empl_pre,empl_now,jobcat_pre,jobcat_now,wfh_pre,wfh_pre_freq,wfh_now,wfh_now_days,wfh_expect,wfh_freq_exp,pre_work_com_days,pre_work_pri_mode,pre_work_pri_time,pre_work_com_dist,prod_change,prod_decr_reason_4,prod_decr_reason_5,prod_decr_reason_9,prod_incr_reason_1,prod_incr_reason_3,tr_freq_pre_privateveh,tr_freq_pre_ridehail,tr_freq_pre_transit,tr_freq_pre_bikepers,tr_freq_pre_bikeshared,tr_freq_pre_walk,tr_freq_now_privateveh,tr_freq_now_ridehail,tr_freq_now_transit,tr_freq_now_bikepers,tr_freq_now_bikeshared,tr_freq_now_walk,tr_freq_exp_privateveh,tr_freq_exp_ridehail,tr_freq_exp_transit,tr_freq_exp_bikepers,tr_freq_exp_bikeshared,tr_freq_exp_walk,decrease_transit_1,decrease_transit_2,decrease_transit_3,increase_bike_1,increase_bike_2,increase_bike_3,driver,bike,weight,age_group,income_bracket,educ_simple,wfh_pre_freq_num,wfh_freq_exp_num,prod_change_num,jobcat_pre_simple
4796,65,Female,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,0.1,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,No,Yes,0.470016977,60–74,$35k–$74k,Bachelor's,,,,
4797,66,Female,Some college or technical school,"$75,000 to $99,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.628130386,60–74,$75k–$124k,Some college,,,,
4798,73,Male,Some college or technical school,"$25,000 to $34,999",Employed part time,"Yes, working part-time or reduced hours",Something else,,Yes,Every day,Yes,3.0,Yes,A few times/week,0.0,,,0.0,About the same,,,,,,3.0,0.0,0.0,0.5,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.971635997,60–74,Under $35k,Some college,5.0,3.0,0.0,
4799,19,Female,Completed high school or GED,"$125,000 to $149,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.0,0.0,0.0,0.1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,No,4.168148662,18–29,$125k+,High school or less,,,,
4800,77,Male,Completed high school or GED,"$35,000 to $49,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,1.995138004,75+,$35k–$74k,High school or less,,,,
4801,54,Male,Bachelor's degree(s) or some graduate school,"$125,000 to $149,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Every day,Yes,5.0,Yes,Every day,0.0,,,0.0,Decreased somewhat,Not selected,Not selected,Not selected,,,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Yes,No,3.052430589,45–59,$125k+,Bachelor's,5.0,5.0,-1.0,Professional/Manager
4802,53,Male,Some college or technical school,"$100,000 to $124,999",Employed full time,"Yes, working full-time",Something else,,No,,No,,No,,7.0,Private vehicle,30.0,25.0,About the same,,,,,,5.0,0.1,0.0,0.1,0.0,0.5,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,4.265499163,45–59,$75k–$124k,Some college,,,0.0,
4804,39,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed part time,"Yes, working part-time or reduced hours",Manufacturing or construction,,Yes,Every day,Yes,5.0,Yes,Every day,0.0,,,0.0,About the same,,,,,,5.0,0.0,0.0,0.1,0.0,0.1,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.109147779,30–44,$75k–$124k,Bachelor's,5.0,5.0,0.0,
4806,39,Female,Completed graduate degree(s),"$200,000 or more",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,No,,Yes,5.0,Yes,A few times/week,5.0,Transit,45.0,5.0,Decreased somewhat,Not selected,Not selected,Not selected,,,5.0,0.1,5.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.736837299,30–44,$125k+,Graduate degree,,3.0,-1.0,Professional/Manager
4807,30,Male,Completed graduate degree(s),"$150,000 to $199,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,No,,Yes,7.0,Yes,A few times/week,4.0,Private vehicle,7.0,2.0,About the same,,,,,,5.0,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,1.7027655778600002,30–44,$125k+,Graduate degree,,3.0,0.0,Professional/Manager
4808,70,Male,Some college or technical school,"$150,000 to $199,999",Employed part time,"Yes, working part-time or reduced hours",,,No,,No,,No,,5.0,Private vehicle,5.0,1.0,About the same,,,,,,5.0,0.0,0.0,0.1,0.0,0.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,3.363471311,60–74,$125k+,Some college,,,0.0,
4810,49,Female,Completed graduate degree(s),"$100,000 to $124,999",Employed full time,"No, I'm not employed",,,Yes,Every day,,,Yes,Never,5.0,Private vehicle,25.0,10.0,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.62820093,45–59,$75k–$124k,Graduate degree,5.0,0.0,,
4812,56,Male,Some college or technical school,"$100,000 to $124,999",Employed full time,"Yes, working full-time",Something else,,Yes,Once/week,Yes,5.0,Yes,A few times/week,4.0,Transit,70.0,25.0,Increased somewhat,,,,Less distractions at home,No commuting time,3.0,0.0,3.0,5.0,0.5,0.5,3.0,0.0,0.0,4.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,2.344590057,45–59,$75k–$124k,Some college,1.0,3.0,1.0,
4813,56,Male,Bachelor's degree(s) or some graduate school,"$125,000 to $149,999",Employed full time,"Yes, working full-time",,,No,,Yes,5.0,Yes,Every day,5.0,Private vehicle,20.0,12.0,Increased somewhat,,,,Less distractions at home,No commuting time,5.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,,,,0.0,,,,,,,Yes,No,3.052430589,45–59,$125k+,Bachelor's,,5.0,1.0,
4814,51,Female,Bachelor's degree(s) or some graduate school,"$200,000 or more",Employed full time,"Yes, working full-time",,,No,,Yes,5.0,No,,5.0,Private vehicle,20.0,10.0,Increased significantly,,,,Less distractions at home,No commuting time,5.0,0.0,0.0,0.1,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,,,,,,,Yes,Yes,1.666353008,45–59,$125k+,Bachelor's,,,2.0,
4815,77,Female,Bachelor's degree(s) or some graduate school,"$35,000 to $49,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,0.0,,,,,,,Yes,No,0.192408654,75+,$35k–$74k,Bachelor's,,,,
4816,60,Female,Completed graduate degree(s),"$50,000 to $74,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Never,No,,No,,5.0,Transit,30.0,14.0,About the same,,,,,,5.0,0.0,,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.05281216,60–74,$35k–$74k,Graduate degree,0.0,,0.0,Professional/Manager
4817,64,Female,Bachelor's degree(s) or some graduate school,"$200,000 or more","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.0,0.1,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.812910391,60–74,$125k+,Bachelor's,,,,
4818,50,Female,Bachelor's degree(s) or some graduate school,"$35,000 to $49,999",Employed full time,"Yes, working full-time",Clerical or administrative support,,Yes,Once/week,Yes,5.0,Yes,A few times/week,0.0,,,20.0,About the same,,,,,,0.5,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,No,0.208198328,45–59,$35k–$74k,Bachelor's,1.0,3.0,0.0,Clerical/Admin
4819,68,Female,Completed graduate degree(s),"$100,000 to $124,999",Employed part time,"Yes, working part-time or reduced hours",,,Yes,A few times/week,Yes,5.0,Yes,A few times/week,1.0,Private vehicle,30.0,15.0,About the same,,,,,,,0.0,0.0,3.0,0.0,5.0,7.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,,,,,Yes,Yes,0.464541662,60–74,$75k–$124k,Graduate degree,3.0,3.0,0.0,
4820,58,Male,Completed graduate degree(s),"$150,000 to $199,999",Employed full time,"Yes, working full-time",,,No,,No,,No,,5.0,Private vehicle,10.0,10.0,Decreased significantly,,,,,,5.0,0.0,0.0,0.5,0.0,0.5,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.306606036,45–59,$125k+,Graduate degree,,,-2.0,
4821,50,Female,Completed graduate degree(s),"$75,000 to $99,999",Employed full time,"Yes, working full-time",,,Yes,A few times/year,Yes,5.0,Yes,A few times/week,5.0,Private vehicle,20.0,6.0,Increased somewhat,,,,Not selected,Not selected,5.0,0.1,0.1,0.1,0.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,Yes,0.042270937,45–59,$75k–$124k,Graduate degree,0.1,3.0,1.0,
4822,57,Female,Bachelor's degree(s) or some graduate school,"$35,000 to $49,999",Employed part time,"No, I'm furloughed without pay",,,Yes,Once/week,,,Yes,Every day,3.0,Private vehicle,20.0,11.0,,,,,,,5.0,0.1,0.1,0.1,0.0,5.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.178663338,45–59,$35k–$74k,Bachelor's,1.0,5.0,,
4823,52,Female,Bachelor's degree(s) or some graduate school,"$150,000 to $199,999",Employed full time,"Yes, working full-time",,,Yes,Once/week,Yes,5.0,Yes,A few times/week,2.0,Private vehicle,9.0,7.0,Decreased somewhat,Not selected,Not selected,Not selected,,,5.0,0.1,0.0,0.1,0.0,0.5,3.0,0.0,0.0,2.0,0.0,2.0,-1.0,-2.0,0.0,1.0,0.0,1.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,0.43135567,45–59,$125k+,Bachelor's,1.0,3.0,-1.0,
4824,65,Male,Completed high school or GED,"$150,000 to $199,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Every day,Yes,5.0,Yes,Every day,2.0,Other mode,0.0,0.0,About the same,,,,,,5.0,0.1,0.1,0.0,0.0,0.5,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,No,4.466058425,60–74,$125k+,High school or less,5.0,5.0,0.0,Professional/Manager
4825,45,Female,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Once/week,Yes,5.0,Yes,Once/week,4.0,Private vehicle,35.0,20.0,About the same,,,,,,5.0,0.1,0.0,0.1,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.6007858,45–59,$75k–$124k,Bachelor's,1.0,1.0,0.0,Professional/Manager
4826,51,Female,Bachelor's degree(s) or some graduate school,"$200,000 or more",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/year,Yes,7.0,Yes,A few times/month,5.0,Private vehicle,20.0,10.0,Decreased somewhat,More distractions at home,Difficult to communicate with co-workers,There are too many concerns on my mind to be able to focus fully on work,,,5.0,0.1,0.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.082804088,45–59,$125k+,Bachelor's,0.1,0.5,-1.0,Professional/Manager
4827,22,Female,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999",Employed part time,"Yes, working part-time or reduced hours",,,Yes,Every day,No,,No,,,,,,Decreased significantly,,,,,,5.0,0.0,0.0,0.1,0.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,1.009394132,18–29,$75k–$124k,Bachelor's,5.0,,-2.0,
4828,62,Female,Completed graduate degree(s),"$200,000 or more",Employed full time,"Yes, working full-time",,,Yes,Once/week,Yes,5.0,Yes,A few times/week,4.0,Private vehicle,30.0,16.0,About the same,,,,,,3.0,0.1,0.1,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,0.041115743,60–74,$125k+,Graduate degree,1.0,3.0,0.0,
4829,43,Male,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,Once/week,Yes,7.0,Yes,A few times/week,5.0,Private vehicle,30.0,10.0,Increased somewhat,,,,Not selected,No commuting time,5.0,0.5,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.487476615,30–44,$75k–$124k,Bachelor's,1.0,3.0,1.0,Professional/Manager
4831,56,Female,Completed graduate degree(s),"$75,000 to $99,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/week,Yes,4.0,Yes,A few times/week,3.0,Private vehicle,90.0,55.0,In some ways it has increased and in other ways it has decreased,Not selected,Difficult to communicate with co-workers,Not selected,Less distractions at home,No commuting time,3.0,0.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.243634305,45–59,$75k–$124k,Graduate degree,3.0,3.0,0.0,Professional/Manager
4833,39,Female,Completed graduate degree(s),"$100,000 to $124,999",Employed full time,"Yes, working full-time",,,No,,Yes,5.0,No,,5.0,Private vehicle,15.0,4.0,Increased somewhat,,,,Less distractions at home,No commuting time,5.0,0.5,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,0.08242185,30–44,$75k–$124k,Graduate degree,,,1.0,
4834,70,Male,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.636136669,60–74,$75k–$124k,Bachelor's,,,,
4835,35,Male,Bachelor's degree(s) or some graduate school,"$125,000 to $149,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,No,,Yes,7.0,Yes,A few times/week,5.0,Private vehicle,35.0,25.0,In some ways it has increased and in other ways it has decreased,More distractions at home,Not selected,Not selected,Not selected,No commuting time,5.0,0.1,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,1.0,,,,,,,Yes,No,0.2850107,30–44,$125k+,Bachelor's,,3.0,0.0,Professional/Manager
4837,63,Female,Some college or technical school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.493885086,60–74,$35k–$74k,Some college,,,,
4840,45,Female,Bachelor's degree(s) or some graduate school,"$100,000 to $124,999",Employed full time,"Yes, working full-time",Clerical or administrative support,,Yes,A few times/week,Yes,5.0,Yes,A few times/week,5.0,Transit,50.0,10.5,Increased significantly,,,,Less distractions at home,No commuting time,0.1,0.1,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,Yes,No,1.271121099,45–59,$75k–$124k,Bachelor's,3.0,3.0,2.0,Clerical/Admin
4841,75,Male,Some college or technical school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.142227768,75+,$35k–$74k,Some college,,,,
4842,61,Female,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.6053434,60–74,$35k–$74k,Bachelor's,,,,
4843,29,Female,Completed graduate degree(s),"$200,000 or more",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/week,Yes,7.0,Yes,A few times/week,2.0,Transit,30.0,5.0,Increased somewhat,,,,Not selected,Not selected,0.5,0.5,3.0,0.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,Not selected,Not selected,Not selected,,,,Yes,No,0.279905088,18–29,$125k+,Graduate degree,3.0,3.0,1.0,Professional/Manager
4845,19,Female,Completed high school or GED,"$100,000 to $124,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.1,0.1,0.0,0.1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-2.0,1.0,1.0,1.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,Not selected,Not selected,I expect my city to make biking safer,No,Yes,1.443511521,18–29,$75k–$124k,High school or less,,,,
4846,72,Male,Completed graduate degree(s),"$125,000 to $149,999",Employed full time,"Yes, working full-time",,,Yes,Never,Yes,0.0,Yes,Never,7.0,Private vehicle,13.0,6.0,Decreased somewhat,,,,,,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,No,2.119296203,60–74,$125k+,Graduate degree,0.0,0.0,-1.0,
4847,50,Female,Some college or technical school,"$25,000 to $34,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.299039708,45–59,Under $35k,Some college,,,,
4848,65,Female,Completed graduate degree(s),"$75,000 to $99,999",Employed full time,"No, I'm not employed",,,Yes,Never,,,No,,5.0,Private vehicle,15.0,3.0,,,,,,,5.0,0.0,0.1,0.0,0.0,0.1,3.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,0.0,0.0,0.0,Not selected,Not selected,Not selected,,,,Yes,No,0.340857887,60–74,$75k–$124k,Graduate degree,0.0,,,
4850,76,Female,Completed graduate degree(s),"$35,000 to $49,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,0.0,,,,,,,Yes,No,0.0322647,75+,$35k–$74k,Graduate degree,,,,
4851,69,Female,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,0.0,0.1,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,I realized I really like biking,Not selected,Not selected,Yes,Yes,0.287401205,60–74,$35k–$74k,Bachelor's,,,,
4852,45,Female,Completed graduate degree(s),"$200,000 or more",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/month,Yes,5.0,Yes,Every day,5.0,Private vehicle,40.0,22.0,About the same,,,,,,5.0,0.5,0.5,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.837173276,45–59,$125k+,Graduate degree,0.5,5.0,0.0,Professional/Manager
4853,70,Female,Bachelor's degree(s) or some graduate school,"$25,000 to $34,999",Employed full time,"Yes, working full-time",Clerical or administrative support,,No,,Yes,3.0,No,,5.0,Private vehicle,15.0,4.0,About the same,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.182130033,60–74,Under $35k,Bachelor's,,,0.0,Clerical/Admin
4854,40,Male,Bachelor's degree(s) or some graduate school,"$50,000 to $74,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/year,Yes,7.0,Yes,Every day,5.0,Private vehicle,25.0,18.0,Increased significantly,,,,Not selected,No commuting time,5.0,0.5,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.390610075,30–44,$35k–$74k,Bachelor's,0.1,5.0,2.0,Professional/Manager
4856,39,Male,Bachelor's degree(s) or some graduate school,"$150,000 to $199,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/month,Yes,4.0,Yes,Once/week,4.0,Private vehicle,65.0,58.0,About the same,,,,,,5.0,0.1,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,3.515463545,30–44,$125k+,Bachelor's,0.5,1.0,0.0,Professional/Manager
4857,67,Female,Completed graduate degree(s),"$125,000 to $149,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/year,Yes,5.0,Yes,A few times/week,5.0,Personal bicycle/scooter,40.0,6.5,Increased somewhat,,,,Less distractions at home,No commuting time,0.5,0.0,0.5,5.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.383471248,60–74,$125k+,Graduate degree,0.1,3.0,1.0,Professional/Manager
4858,60,Male,Some college or technical school,"$15,000 to $24,999",Employed part time,"Yes, working part-time or reduced hours",Something else,,No,,No,,No,,5.0,Private vehicle,25.0,5.0,About the same,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.590903614,60–74,Under $35k,Some college,,,0.0,
4859,58,Male,Bachelor's degree(s) or some graduate school,"$200,000 or more",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/week,Yes,6.0,Yes,A few times/week,3.0,Private vehicle,45.0,27.0,In some ways it has increased and in other ways it has decreased,Not selected,Difficult to communicate with co-workers,Not selected,Less distractions at home,No commuting time,5.0,0.5,0.1,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,1.81090838,45–59,$125k+,Bachelor's,3.0,3.0,0.0,Professional/Manager
4860,19,Female,Some college or technical school,"$15,000 to $24,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,0.5,0.1,0.0,0.0,0.0,0.1,7.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,1.0,,,,,,,No,Yes,0.295895358,18–29,Under $35k,Some college,,,,
4861,55,Female,Bachelor's degree(s) or some graduate school,"$75,000 to $99,999",Employed full time,"Yes, working full-time",,,No,,Yes,1.0,No,,5.0,Private vehicle,30.0,9.0,About the same,,,,,,5.0,0.0,0.0,0.1,0.0,0.5,7.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,Yes,Yes,0.545618153,45–59,$75k–$124k,Bachelor's,,,0.0,
4862,30,Female,Completed graduate degree(s),"$75,000 to $99,999",Employed full time,"Yes, working full-time",,,No,,No,,No,,5.0,Private vehicle,25.0,30.0,About the same,,,,,,5.0,0.1,3.0,0.0,0.1,0.5,5.0,1.0,3.0,0.0,1.0,2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,Not selected,Not selected,I no longer feel comfortable sharing space with strangers,,,,Yes,No,0.383475076,30–44,$75k–$124k,Graduate degree,,,0.0,
4863,40,Female,Bachelor's degree(s) or some graduate school,"$35,000 to $49,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,No,0.5965199864399999,30–44,$35k–$74k,Bachelor's,,,,
4864,45,Male,Completed graduate degree(s),"$150,000 to $199,999",Employed full time,"Yes, working full-time","Professional, managerial, or technical",,Yes,A few times/year,Yes,7.0,Yes,A few times/month,5.0,Private vehicle,15.0,5.0,Increased somewhat,,,,Not selected,No commuting time,5.0,0.0,0.1,0.5,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.4948440450100002,45–59,$125k+,Graduate degree,0.1,0.5,1.0,Professional/Manager
4865,19,Male,Completed high school or GED,"$25,000 to $34,999",Not employed but looking for work,"No, I'm not employed",,,,,,,,,,,,,,,,,,,3.0,0.1,0.1,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,No,No,2.61202865,18–29,Under $35k,High school or less,,,,
4866,77,Male,Completed graduate degree(s),"$75,000 to $99,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,0.3635448307609999,75+,$75k–$124k,Graduate degree,,,,
4868,31,Female,Some grade/high school,"$75,000 to $99,999","Not employed and not looking for work, including retired","No, I'm not employed",,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,0.5,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Yes,Yes,1.199485589,30–44,$75k–$124k,High school or less,,,,
